Comment	Sentiment
very ugly , very fast	0
very ugly	0
but undernourished and plodding .	0
loses faith in its own viability and succumbs to joyless special-effects excess .	0
to joyless special-effects excess	0
But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .	0
ticket-buyers with great expectations will wind up as glum as Mr. De Niro .	0
nauseating	0
-LRB- Davis -RRB- wants to cause his audience an epiphany , yet he refuses to give us real situations and characters	0
Rashomon-for-dipsticks tale .	0
ransacks its archives for a quick-buck sequel .	0
a quick-buck sequel	0
The movie attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing	0
attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago	0
wore out its welcome with audiences several years ago	0
Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .	0
does n't care about cleverness , wit or any other kind of intelligent humor .	0
The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .	0
A sentimental mess that never rings true .	0
A sentimental mess that never rings true	0
Pompous and garbled .	0
Pompous and garbled	0
A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .	0
A depressingly retrograde	0
depressingly retrograde	0
comedy that takes an astonishingly condescending attitude toward women	0
takes an astonishingly condescending attitude toward women	0
an astonishingly condescending attitude toward women	0
astonishingly condescending attitude	0
But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .	0
this new jangle of noise , mayhem and stupidity	0
mayhem and stupidity	0
, much about the film , including some of its casting , is frustratingly unconvincing .	0
is frustratingly unconvincing .	0
frustratingly unconvincing	0
A woefully dull , redundant concept that bears more than a whiff of exploitation , despite Iwai 's vaunted empathy .	0
misguided	0
silly -- and gross --	0
gross	0
as moronic as some campus gross-out films	0
as moronic as some campus	0
moronic as some campus	0
moronic	0
The characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .	0
are paper-thin , and their personalities undergo radical changes when it suits the script	0
surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .	0
by 86 minutes of overly-familiar and poorly-constructed comedy	0
of overly-familiar and poorly-constructed comedy	0
and poorly-constructed comedy	0
Sure , it 's contrived and predictable , but	0
car-wreck	0
A humorless journey into a philosophical void .	0
The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .	0
ranges from bad	0
, low-key , 102-minute infomercial	0
, 102-minute infomercial	0
potboiler until its absurd , contrived , overblown , and entirely implausible finale .	0
potboiler until its absurd , contrived , overblown , and entirely implausible finale	0
until its absurd , contrived , overblown , and entirely implausible finale	0
its absurd , contrived , overblown , and entirely implausible finale	0
absurd , contrived , overblown , and entirely implausible finale	0
, contrived , overblown , and entirely implausible	0
This long and relentlessly saccharine film is a clear case of preaching to the converted .	0
long and relentlessly saccharine film	0
long and relentlessly saccharine	0
You 'll find yourself wishing that you and they were in another movie .	0
'll find yourself wishing that you and they were in another movie	0
find yourself wishing that you and they were in another movie	0
film that loses sight of its own story .	0
loses sight of its own story	0
a black man getting humiliated by a pack of dogs who are smarter than him	0
I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0
'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0
sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche	0
We do n't get paid enough to sit through crap like this .	0
do n't get paid enough to sit through crap like this .	0
get paid enough to sit through crap like this	0
paid enough to sit through crap like this	0
sit through crap like this	0
through crap like this	0
crap like this	0
, this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .	0
Where 's the movie here ?	0
... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	0
unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	0
unspeakably , unbearably dull	0
unbearably dull	0
, featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	0
both shallow and dim-witted	0
shallow and dim-witted	0
Killing time , that 's all that 's going on here .	0
represents Adam Sandler 's latest attempt to dumb down the universe .	0
to dumb down the universe	0
is a truly , truly bad movie	0
a truly , truly bad movie	0
truly , truly bad	0
, truly bad	0
truly bad	0
Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .	0
could n't find stardom if MapQuest emailed him point-to-point driving directions .	0
could n't find stardom if MapQuest emailed him point-to-point driving directions	0
neither can I think of a very good reason to rush right out and see it	0
At times , it actually hurts to watch .	0
, it actually hurts to watch .	0
it actually hurts to watch .	0
actually hurts to watch .	0
potentially trite and overused	0
Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?	0
sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one	0
a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one	0
, wannabe-hip crime comedy	0
A particularly joyless , and exceedingly dull , period coming-of-age tale .	0
A particularly joyless , and exceedingly dull , period	0
particularly joyless , and exceedingly dull , period	0
particularly joyless , and exceedingly dull ,	0
particularly joyless , and exceedingly dull	0
its committed dumbness	0
committed dumbness	0
Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .	0
A derivative collection of horror and sci-fi cliches .	0
What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .	0
is offset by the sheer ugliness of everything else	0
the sheer ugliness	0
suffers because it does n't have enough vices to merit its 103-minute length	0
'' one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia .	0
one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia .	0
tortuous	0
... hypnotically dull .	0
hypnotically dull .	0
are less than adorable	0
It 's Pauly Shore awful .	0
's Pauly Shore awful .	0
's Pauly Shore awful	0
Pauly Shore awful	0
The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note :	0
The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note	0
, the acting is robotically italicized ,	0
, the movie is rather choppy .	0
comedy Death	0
a movie without an apparent audience	0
... overly melodramatic ...	0
are terribly wasted .	0
Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .	0
The latest Adam Sandler assault and possibly the worst film of the year .	0
The latest Adam Sandler assault and possibly the worst film of the year	0
Adam Sandler assault and possibly the worst film	0
possibly the worst film	0
only so much baked cardboard I need to chew	0
only so much baked cardboard	0
A full-frontal attack on audience patience .	0
When you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .	0
know the picture is in trouble .	0
A word of advice to the makers of The Singles Ward : Celebrity cameos do not automatically equal laughs .	0
Celebrity cameos do not automatically equal laughs .	0
is a film living far too much in its own head	0
a film living far too much in its own head	0
living far too much in its own head	0
Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .	0
loose , unaccountable direction	0
is technically sophisticated in the worst way	0
The three leads produce adequate performances , but what 's missing from this material is any depth of feeling .	0
will indeed sit open-mouthed before the screen , not screaming but yawning .	0
open-mouthed before the screen , not screaming but yawning	0
is ironically muted by the very people who are intended to make it shine	0
be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB-	0
find a movie character more unattractive or odorous -LRB- than Leon -RRB-	0
unattractive or odorous	0
Dismally dull sci-fi comedy .	0
Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0
suffers from a simplistic narrative and a pat , fairy-tale conclusion	0
The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine	0
gags and	0
In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .	0
, In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .	0
boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .	0
stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .	0
stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain	0
, luridly coloured , uni-dimensional nonsense machine	0
uni-dimensional nonsense machine	0
Everything was as superficial as the forced New Jersey lowbrow accent Uma had .	0
it drags during its 112-minute length	0
drags during its 112-minute length	0
promises a new kind of high but delivers the same old bad trip	0
delivers the same old bad trip	0
, Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .	0
Aggravating and tedious .	0
Aggravating and tedious	0
Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .	0
is , we have no idea what in creation is going on .	0
It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''	0
's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''	0
's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0
as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0
if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0
a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0
spent the duration of the film 's shooting schedule waiting to scream	0
has the same sledgehammer appeal as Pokemon videos	0
induces headaches	0
, this overheated melodrama plays like a student film .	0
it lacks in outright newness	0
of this worn-out , pandering palaver	0
this worn-out , pandering palaver	0
so it 's not a brilliant piece of filmmaking	0
greatest mistake	0
is a flop with the exception of about six gags that really work .	0
a flop with the exception of about six gags that really work	0
a flop	0
The problem is the needlessly poor quality of its archival prints and film footage .	0
is the needlessly poor quality of its archival prints and film footage	0
the needlessly poor quality	0
needlessly poor quality	0
poor quality	0
Fulfills the minimum requirement of Disney animation	0
With jump cuts , fast editing and lots of pyrotechnics , Yu clearly hopes to camouflage how bad his movie is .	0
Yu clearly hopes to camouflage how bad his movie is .	0
clearly hopes to camouflage how bad his movie is .	0
hopes to camouflage how bad his movie is .	0
hopes to camouflage how bad his movie is	0
to camouflage how bad his movie is	0
camouflage how bad his movie is	0
how bad his movie is	0
pathetic	0
God help us , but Capra and Cooper are rolling over in their graves . '	0
God help us , but Capra and Cooper are rolling over in their graves .	0
God help us , but Capra and Cooper are rolling over in their graves	0
are rolling over in their graves	0
rolling over in their graves	0
As pure over-the-top trash , any John Waters movie has it beat by a country mile .	0
pure over-the-top trash	0
I hate the feeling of having been slimed in the name of High Art .	0
hate the feeling of having been slimed in the name of High Art .	0
the feeling of having been slimed in the name of High Art	0
The catch is that they 're stuck with a script that prevents them from firing on all cylinders .	0
stuck with a script that prevents them from firing on all cylinders	0
, too mediocre to love .	0
A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .	0
more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .	0
more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms	0
be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms	0
recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak	0
recommended -- as visually bland as a dentist 's waiting room ,	0
The movie slides downhill as soon as macho action conventions assert themselves .	0
slides downhill as soon as macho action conventions assert themselves .	0
jerky	0
wearisome	0
goes off the rails in its final 10 or 15 minutes	0
for the most part , The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .	0
The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .	0
comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness	0
a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness	0
that stalls in its lackluster gear of emotional blandness	0
in its lackluster gear of emotional blandness	0
its lackluster gear of emotional blandness	0
Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	0
, Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	0
Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	0
finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	0
a way to make J.K. Rowling 's marvelous series into a deadly bore	0
way to make J.K. Rowling 's marvelous series into a deadly bore	0
to make J.K. Rowling 's marvelous series into a deadly bore	0
into a deadly bore	0
a deadly bore	0
deadly bore	0
is a mess .	0
A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem	0
A clumsily manufactured exploitation flick ,	0
A clumsily manufactured exploitation flick	0
the long , dishonorable history of quickie teen-pop exploitation	0
the long , dishonorable history	0
long , dishonorable history	0
There 's no energy .	0
, Crossroads comes up shorter than Britney 's cutoffs .	0
Crossroads comes up shorter than Britney 's cutoffs .	0
comes up shorter than Britney 's cutoffs	0
Ice Age does n't have some fairly pretty pictures	0
there 's not enough substance in the story to actually give them life	0
call it classicism or be exasperated by a noticeable lack of pace	0
be exasperated by a noticeable lack of pace	0
... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .	0
post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .	0
manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves	0
Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .	0
... lies a plot cobbled together from largely flat and uncreative moments .	0
a plot cobbled together from largely flat and uncreative moments	0
cobbled together from largely flat and uncreative moments	0
from largely flat and uncreative moments	0
Slow , silly and unintentionally	0
is of Brian De Palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career	0
a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .	0
a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome	0
a terrible adaptation	0
terrible adaptation	0
a play that only ever walked the delicate tightrope between farcical and loathsome	0
between farcical and loathsome	0
farcical and loathsome	0
What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .	0
soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard	0
icky	0
leaves something to be desired .	0
A bad movie that happened to good actors .	0
A bad movie that	0
A bad movie	0
It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .	0
It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest	0
It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but	0
It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over ,	0
It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
hurry up and get to its subjects ' deaths just so the documentary will be over	0
uncompelling	0
The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .	0
The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and	0
The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid	0
The acting is amateurish , the cinematography is atrocious , the direction is clumsy ,	0
The acting is amateurish , the cinematography is atrocious , the direction is clumsy	0
The acting is amateurish , the cinematography is atrocious ,	0
The acting is amateurish , the cinematography is atrocious	0
The acting is amateurish ,	0
the cinematography is atrocious	0
Sade achieves the near-impossible : It turns the Marquis de Sade into a dullard .	0
skip the film and pick up the soundtrack	0
skip the film and	0
is the kind of movie that 's critic-proof , simply because it aims so low	0
's critic-proof , simply because it aims so low	0
This is one baaaaaaaaad movie .	0
is one baaaaaaaaad movie .	0
is one baaaaaaaaad movie	0
one baaaaaaaaad movie	0
baaaaaaaaad movie	0
baaaaaaaaad	0
as claustrophic , suffocating and chilly	0
claustrophic , suffocating and chilly	0
she needs to shake up the mix , and work in something that does n't feel like a half-baked stand-up routine	0
work in something that does n't feel like a half-baked stand-up routine	0
to sit through than most of Jaglom 's self-conscious and gratingly irritating films	0
it 's still tainted by cliches , painful improbability and murky points .	0
tainted by cliches , painful improbability and murky points	0
cliches , painful improbability and murky	0
But one thing 's for sure : It never comes close to being either funny or scary .	0
It never comes close to being either funny or scary	0
never comes close to being either funny or scary	0
has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .	0
more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline	0
Co-writer\/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .	0
fall dreadfully short	0
is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .	0
is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be	0
is so prolonged and boring	0
so prolonged and boring	0
prolonged and boring	0
even close to being the barn-burningly bad movie it promised it would be	0
to being the barn-burningly bad movie it promised it would be	0
being the barn-burningly bad movie it promised it would be	0
the barn-burningly bad movie	0
Viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .	0
will need all the luck they can muster just figuring out who 's who in this pretentious mess	0
need all the luck they can muster just figuring out who 's who in this pretentious mess	0
in this pretentious mess	0
is intriguing but quickly becomes distasteful and downright creepy .	0
quickly becomes distasteful and downright creepy	0
distasteful and downright creepy	0
distasteful	0
combined with so much first-rate talent ... could have yielded such a flat , plodding picture	0
yielded such a flat , plodding picture	0
such a flat , plodding picture	0
plodding picture	0
It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .	0
drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress	0
drag it down to mediocrity --	0
drag it down to mediocrity	0
A summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .	0
does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .	0
does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution	0
do justice to the awfulness of the movie , for that comes through all too painfully in the execution	0
do justice to the awfulness of the movie ,	0
do justice to the awfulness of the movie	0
to the awfulness of the movie	0
Big Fat Liar is little more than Home Alone raised to a new , self-deprecating level .	0
A sluggish pace and lack of genuine narrative	0
ultimately insignificant	0
that are all too abundant when human hatred spews forth unchecked	0
when human hatred spews forth unchecked	0
human hatred spews forth unchecked	0
spews forth unchecked	0
Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .	0
look as if it were being shown on the projection television screen of a sports bar	0
I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?	0
a boring movie	0
boring man	0
It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .	0
's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .	0
this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget	0
is easily as bad at a fraction the budget	0
bad at a fraction the budget	0
cliches and pat storytelling	0
turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters	0
into an excruciating film	0
an excruciating film	0
plays better only for the film 's publicists or for people who take as many drugs as the film 's characters	0
Seagal ran out of movies years ago , and this is just the proof .	0
Seagal ran out of movies years ago ,	0
The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .	0
totally unnecessary prologue	0
It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . '	0
It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy	0
not smart	0
There are many definitions of ` time waster ' but this movie must surely be one of them .	0
There are many definitions of ` time waster ' but this movie must surely be one of them	0
many definitions of ` time waster '	0
once she lets her love depraved leads meet , -LRB- Denis ' -RRB- story becomes a hopeless , unsatisfying muddle	0
Denis ' -RRB- story becomes a hopeless , unsatisfying muddle	0
-RRB- story becomes a hopeless , unsatisfying muddle	0
story becomes a hopeless , unsatisfying muddle	0
hopeless , unsatisfying muddle	0
nothing original in the way of slapstick sequences	0
little sticky and unsatisfied	0
the character dramas , which never reach satisfying conclusions	0
This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .	0
is one big , dumb action movie .	0
is one big , dumb action movie	0
, dumb action movie	0
The directing and story are disjointed , flaws that have to be laid squarely on Taylor 's doorstep .	0
totally weirded - out by the notion of cinema	0
Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .	0
Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics	0
without beauty or humor	0
blasphemous and nonsensical	0
The movie is virtually without context -- journalistic or historical .	0
is virtually without context -- journalistic or historical .	0
odd , haphazard , and inconsequential romantic	0
has a tired , talky feel .	0
to boring , self-important stories of how horrible we are to ourselves and each other	0
how horrible	0
is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .	0
making the ambiguous ending seem goofy rather than provocative	0
genres that just does n't work	0
would be over in five minutes but instead the plot	0
Sluggish , tonally uneven .	0
tonally uneven	0
downer	0
nothing new	0
The problem is that for the most part , the film is deadly dull .	0
is that for the most part , the film is deadly dull .	0
is that for the most part , the film is deadly dull	0
that for the most part , the film is deadly dull	0
for the most part , the film is deadly dull	0
, the film is deadly dull	0
the film is deadly dull	0
is deadly dull	0
In addition to sporting one of the worst titles in recent cinematic history , Ballistic : Ecks Vs. Sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .	0
In addition to sporting one of the worst titles in recent cinematic history	0
addition to sporting one of the worst titles in recent cinematic history	0
to sporting one of the worst titles in recent cinematic history	0
one of the worst titles in recent cinematic history	0
of the worst titles in recent cinematic history	0
the worst titles in recent cinematic history	0
the worst titles	0
worst titles	0
, Ballistic : Ecks Vs. Sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .	0
Ballistic : Ecks Vs. Sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .	0
also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .	0
features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .	0
features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase	0
terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase	0
terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and	0
terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters	0
terrible , banal dialogue ; convenient , hole-ridden plotting ;	0
terrible , banal dialogue ; convenient , hole-ridden plotting	0
terrible , banal dialogue ;	0
, hole-ridden plotting	0
rather dull , unimaginative car chase	0
rather dull , unimaginative	0
dull , unimaginative	0
putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master	0
putrid writing , direction and timing	0
The bland outweighs the nifty , and Cletis Tout never becomes the clever crime comedy it thinks it is	0
her real-life persona is so charmless and vacant	0
A movie version of a paint-by-numbers picture .	0
A movie version of a paint-by-numbers picture	0
, like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .	0
like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .	0
, is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .	0
is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes	0
seems twice as long as its 83 minutes	0
A waste	0
bore most audiences	0
Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .	0
lackluster at best	0
the same tired old gags , modernized for the extreme sports generation .	0
with the sloppy slapstick comedy	0
like a mere disease-of - the-week TV movie	0
a mere disease-of - the-week TV movie	0
has the dubious distinction of being a really bad imitation of the really bad Blair Witch Project	0
the dubious distinction of being a really bad imitation of the really bad Blair Witch Project	0
of being a really bad imitation of the really bad Blair Witch Project	0
being a really bad imitation of the really bad Blair Witch Project	0
a really bad imitation	0
really bad imitation	0
really bad	0
the really bad Blair Witch Project	0
really bad Blair Witch Project	0
A very depressing movie of many missed opportunities .	0
A very depressing movie	0
very depressing movie	0
This is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .	0
is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .	0
bad idea	0
A stupid , derivative horror film that substitutes extreme gore for suspense .	0
A stupid , derivative horror film	0
stupid , derivative horror film	0
all this contrived nonsense a bit	0
contrived nonsense	0
K-19 sinks to a Harrison Ford low .	0
a rather poor imitation	0
But the movie that does n't really deliver for country music fans or for family audiences	0
a stumblebum	0
Bloody Sunday lacks in clarity	0
Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over	0
long bore .	0
Writer-director Randall Wallace has bitten off more than he or anyone else could chew	0
his movie veers like a drunken driver through heavy traffic	0
veers like a drunken driver through heavy traffic	0
If it were any more of a turkey , it would gobble in Dolby Digital stereo .	0
it were any more of a turkey	0
discomfort and embarrassment	0
has all the same problems the majority of action comedies have .	0
exhaustion , from watching a movie that is dark -LRB- dark green , to be exact -RRB- , sour , bloody and mean	0
On a cutting room floor somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .	0
somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .	0
to create images you wish you had n't seen	0
you wish you had n't seen	0
The milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch	0
a truly annoying pitch	0
truly annoying pitch	0
the movie itself seems to have been made under the influence of Rohypnol	0
seems to have been made under the influence of Rohypnol	0
made under the influence of Rohypnol	0
An awkwardly garish showcase that diverges from anything remotely probing or penetrating .	0
ultimately comes off as a pale successor .	0
comes off as a pale successor .	0
... bibbidy-bobbidi-bland .	0
bibbidy-bobbidi-bland .	0
bibbidy-bobbidi-bland	0
This little film is so slovenly done , so primitive in technique , that it ca n't really be called animation .	0
is so slovenly done , so primitive in technique , that it ca n't really be called animation .	0
slovenly done , so primitive in technique , that it ca n't really be called animation	0
a bad sign when they 're supposed to be having a collective heart attack	0
Extremely bad .	0
Extremely bad	0
The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .	0
It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom	0
The movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director Michel Gondry restate it to the point of ridiculousness .	0
to the point of ridiculousness	0
the point of ridiculousness	0
Ringu is a disaster of a story , full of holes and completely lacking in chills .	0
is a disaster of a story , full of holes and completely lacking in chills .	0
is a disaster of a story , full of holes and completely lacking in chills	0
a disaster of a story , full of holes and completely lacking in chills	0
a disaster of a story	0
a disaster	0
full of holes and completely lacking in chills	0
holes and completely lacking in chills	0
